분류코드,카테고리
3730,생활/건강>주방용품>잔/컵>다기/주기
3731,생활/건강>주방용품>잔/컵>머그
3732,생활/건강>주방용품>잔/컵>유리컵
3733,생활/건강>주방용품>잔/컵>찻잔
3734,생활/건강>주방용품>잔/컵>텀블러
3735,생활/건강>주방용품>잔/컵>플라스틱컵
3736,생활/건강>주방용품>잔/컵>와인잔
3737,생활/건강>주방용품>잔/컵>샴페인잔
3739,생활/건강>주방용품>냄비/솥>곰솥/들통
3740,생활/건강>주방용품>냄비/솥>냄비부자재
3741,생활/건강>주방용품>냄비/솥>냄비세트
3742,생활/건강>주방용품>냄비/솥>돌솥
3743,생활/건강>주방용품>냄비/솥>뚝배기
3744,생활/건강>주방용품>냄비/솥>압력솥
3745,생활/건강>주방용품>냄비/솥>양수냄비
3746,생활/건강>주방용품>냄비/솥>전골냄비
3747,생활/건강>주방용품>냄비/솥>전자레인지/오븐 용기
3748,생활/건강>주방용품>냄비/솥>직화냄비
3749,생활/건강>주방용품>냄비/솥>찜기
3750,생활/건강>주방용품>냄비/솥>편수냄비
3752,생활/건강>주방용품>프라이팬>구이팬
3753,생활/건강>주방용품>프라이팬>궁중팬/튀김팬
3754,생활/건강>주방용품>프라이팬>양면팬
3755,생활/건강>주방용품>프라이팬>일반프라이팬
3756,생활/건강>주방용품>프라이팬>프라이팬세트
3758,생활/건강>주방용품>주전자/티포트>주전자
3759,생활/건강>주방용품>주전자/티포트>티세트
3760,생활/건강>주방용품>주전자/티포트>티포트
3762,생활/건강>주방용품>보관/밀폐용기>김치통
3763,생활/건강>주방용품>보관/밀폐용기>도시락/찬합
3764,생활/건강>주방용품>보관/밀폐용기>도자기/유리용기
3765,생활/건강>주방용품>보관/밀폐용기>물병
3766,생활/건강>주방용품>보관/밀폐용기>물통
3767,생활/건강>주방용품>보관/밀폐용기>법랑용기
3768,생활/건강>주방용품>보관/밀폐용기>비닐접착기
3769,생활/건강>주방용품>보관/밀폐용기>스텐용기
3770,생활/건강>주방용품>보관/밀폐용기>시리얼디스펜서
3771,생활/건강>주방용품>보관/밀폐용기>쌀통
3772,생활/건강>주방용품>보관/밀폐용기>아이스트레이
3773,생활/건강>주방용품>보관/밀폐용기>양념통/설탕프림기
3774,생활/건강>주방용품>보관/밀폐용기>플라스틱용기
3775,생활/건강>주방용품>보관/밀폐용기>항아리
3776,생활/건강>주방용품>보관/밀폐용기>보온/보냉병
3777,화장품/미용>베이스메이크업>파우더>팩트파우더
3778,화장품/미용>베이스메이크업>파운데이션>스틱형
3779,화장품/미용>베이스메이크업>파운데이션>크림형
3780,화장품/미용>색조메이크업>아이라이너>젤형
3781,화장품/미용>색조메이크업>아이라이너>펜슬형
3782,화장품/미용>헤어스타일링>파마약>웨이브
3783,화장품/미용>뷰티소품>페이스소품>면봉
3784,화장품/미용>뷰티소품>메이크업브러시>아이브러시
3785,화장품/미용>뷰티소품>메이크업브러시>페이스브러시
3786,화장품/미용>뷰티소품>메이크업브러시>브러시세트
3788,디지털/가전>휴대폰액세서리>휴대폰케이스>가죽케이스
3789,디지털/가전>휴대폰액세서리>휴대폰케이스>실리콘케이스
3790,디지털/가전>휴대폰액세서리>휴대폰케이스>플라스틱케이스
3791,디지털/가전>휴대폰액세서리>휴대폰케이스>메탈케이스
3792,디지털/가전>휴대폰액세서리>휴대폰케이스>기타케이스
3794,디지털/가전>휴대폰액세서리>휴대폰보호필름>액정보호필름
3795,디지털/가전>휴대폰액세서리>휴대폰보호필름>전신보호필름
3796,디지털/가전>휴대폰액세서리>휴대폰보호필름>휴대폰스킨
3797,디지털/가전>휴대폰액세서리>휴대폰보호필름>홈버튼스티커
3798,디지털/가전>휴대폰액세서리>휴대폰보호필름>액정코팅제
3800,디지털/가전>휴대폰액세서리>휴대폰충전기>충전기
3801,디지털/가전>휴대폰액세서리>휴대폰충전기>크래들
3803,디지털/가전>휴대폰액세서리>휴대폰배터리>전용배터리
3804,디지털/가전>휴대폰액세서리>휴대폰배터리>보조배터리
3806,디지털/가전>카메라/캠코더용품>카메라렌즈>표준렌즈
3807,디지털/가전>카메라/캠코더용품>카메라렌즈>광각렌즈
3808,디지털/가전>카메라/캠코더용품>카메라렌즈>망원렌즈
3809,디지털/가전>카메라/캠코더용품>카메라렌즈>어안렌즈
3810,디지털/가전>카메라/캠코더용품>카메라렌즈>컨버젼렌즈
3812,디지털/가전>카메라/캠코더용품>렌즈용품>렌즈필터
3813,디지털/가전>카메라/캠코더용품>렌즈용품>렌즈어댑터
3814,디지털/가전>카메라/캠코더용품>렌즈용품>렌즈캡
3815,디지털/가전>카메라/캠코더용품>렌즈용품>렌즈후드
3816,디지털/가전>카메라/캠코더용품>렌즈용품>텔레컨버터
3817,디지털/가전>카메라/캠코더용품>렌즈용품>렌즈/필터케이스
3818,디지털/가전>카메라/캠코더용품>렌즈용품>핀홀/기타렌즈용품
3820,디지털/가전>카메라/캠코더용품>즉석카메라>즉석카메라
3821,디지털/가전>카메라/캠코더용품>즉석카메라>즉석필름
3822,디지털/가전>카메라/캠코더용품>즉석카메라>즉석카메라액세서리
3824,디지털/가전>카메라/캠코더용품>필름카메라>SLR카메라
3825,디지털/가전>카메라/캠코더용품>필름카메라>자동카메라
3826,디지털/가전>카메라/캠코더용품>필름카메라>로모카메라
3827,디지털/가전>카메라/캠코더용품>필름카메라>토이카메라
3828,디지털/가전>카메라/캠코더용품>필름카메라>일회용카메라
3830,디지털/가전>카메라/캠코더용품>메모리카드>MicroSD메모리
3831,디지털/가전>카메라/캠코더용품>메모리카드>SD메모리
3832,디지털/가전>카메라/캠코더용품>메모리카드>CF메모리
3833,디지털/가전>카메라/캠코더용품>메모리카드>메모리스틱
3834,디지털/가전>카메라/캠코더용품>메모리카드>XQD메모리
3835,디지털/가전>카메라/캠코더용품>메모리카드>기타메모리
3837,디지털/가전>카메라/캠코더용품>카드리더기>멀티리더기
3838,디지털/가전>카메라/캠코더용품>카드리더기>전용리더기
3839,디지털/가전>카메라/캠코더용품>카드리더기>메모리어댑터
3841,디지털/가전>카메라/캠코더용품>카메라가방/케이스>전용케이스
3842,디지털/가전>카메라/캠코더용품>카메라가방/케이스>일반형가방
3843,디지털/가전>카메라/캠코더용품>카메라가방/케이스>배낭형케이스
3844,디지털/가전>카메라/캠코더용품>카메라가방/케이스>방수케이스
3845,디지털/가전>카메라/캠코더용품>카메라가방/케이스>기타카메라가방/케이스
3846,디지털/가전>카메라/캠코더용품>카메라가방/케이스>가방용품
3847,디지털/가전>카메라/캠코더용품>카메라스트랩/그립>넥스트랩
3848,디지털/가전>카메라/캠코더용품>카메라스트랩/그립>핸드그립
3849,화장품/미용>선케어>태닝>태닝티슈
3850,출산/육아>완구/매트>작동완구>기타작동완구
3851,출산/육아>완구/매트>감각발달완구>기타감각발달완구
3852,출산/육아>완구/매트>스포츠완구>기타스포츠완구
3853,출산/육아>완구/매트>승용완구>기타승용완구
3854,출산/육아>완구/매트>신생아/영유아완구>기타신생아/영유아완구
3855,출산/육아>완구/매트>역할놀이/소꿉놀이>기타역할놀이/소꿉놀이
3856,출산/육아>완구/매트>유아동퍼즐>기타유아동퍼즐
3857,출산/육아>완구/매트>음악/악기놀이>타악기
3859,식품>축산물>돼지고기>국내산돼지고기
3860,식품>축산물>돼지고기>수입산돼지고기
3862,식품>축산물>쇠고기>국내산육우
3863,식품>축산물>쇠고기>한우
3864,식품>축산물>쇠고기>수입산쇠고기
3866,식품>축산물>닭고기>부위별닭고기
3867,식품>축산물>닭고기>생닭
3868,식품>축산물>알류>달걀
3869,식품>축산물>알류>메추리알
3870,식품>축산물>알류>기타새알
3872,식품>축산물>축산가공식품>갈비찜
3873,식품>축산물>축산가공식품>돈가스
3874,식품>축산물>축산가공식품>떡갈비
3875,식품>축산물>축산가공식품>베이컨
3876,식품>축산물>축산가공식품>족발
3877,식품>축산물>축산가공식품>햄
3878,식품>축산물>축산가공식품>소시지
3879,식품>축산물>축산가공식품>순대
3880,식품>축산물>축산가공식품>육포
3881,식품>축산물>축산가공식품>삼계탕
3882,식품>축산물>축산가공식품>기타육가공
3884,식품>수산물>생선>갈치
3885,식품>수산물>생선>고등어
3886,식품>수산물>생선>굴비
3887,식품>수산물>생선>장어
3888,식품>수산물>생선>옥돔
3889,식품>수산물>생선>조기
3890,식품>수산물>생선>참치
3891,식품>수산물>생선>동태
3892,식품>수산물>생선>초밥재료
3893,식품>수산물>생선>홍어
3894,식품>수산물>생선>생선회
3895,식품>수산물>생선>연어/훈제연어
3896,식품>수산물>생선>기타생선
3898,식품>수산물>김/해초>김
3899,식품>수산물>김/해초>다시마
3900,식품>수산물>김/해초>매생이
3901,식품>수산물>김/해초>미역
3902,식품>수산물>김/해초>해초샐러드
3903,식품>수산물>김/해초>기타해초
3905,식품>수산물>해산물/어패류>전복
3906,식품>수산물>해산물/어패류>새우
3907,식품>수산물>해산물/어패류>소라
3908,식품>수산물>해산물/어패류>골뱅이
3909,식품>수산물>해산물/어패류>낙지
3910,식품>수산물>해산물/어패류>문어
3911,식품>수산물>해산물/어패류>주꾸미
3912,식품>수산물>해산물/어패류>조개
3913,식품>수산물>해산물/어패류>오징어
3914,식품>수산물>해산물/어패류>꽃게
3915,식품>수산물>해산물/어패류>킹크랩
3916,식품>수산물>해산물/어패류>바닷가재
3917,식품>수산물>해산물/어패류>굴
3918,식품>수산물>해산물/어패류>꼬막
3919,식품>수산물>해산물/어패류>홍합
3920,식품>수산물>해산물/어패류>멍게
3921,식품>수산물>해산물/어패류>해삼
3922,식품>수산물>해산물/어패류>날치알
3923,식품>수산물>해산물/어패류>기타해산물
3924,식품>수산물>젓갈/장류>명란젓
3925,식품>수산물>젓갈/장류>새우젓
3926,식품>수산물>젓갈/장류>오징어젓
3927,식품>수산물>젓갈/장류>낙지젓
3928,식품>수산물>젓갈/장류>조개젓
3929,식품>수산물>젓갈/장류>창난젓
3930,식품>수산물>젓갈/장류>토하젓
3931,식품>수산물>젓갈/장류>게장
3932,식품>수산물>젓갈/장류>젓갈선물세트
3933,식품>수산물>젓갈/장류>기타젓갈
3935,식품>수산물>건어물>멸치
3936,식품>수산물>건어물>쥐포
3937,식품>수산물>건어물>오징어
3938,식품>수산물>건어물>한치
3939,식품>수산물>건어물>문어
3940,식품>수산물>건어물>건새우
3941,식품>수산물>건어물>과메기
3942,식품>수산물>건어물>노가리
3943,식품>수산물>건어물>진미채
3944,식품>수산물>건어물>황태
3945,식품>수산물>건어물>기타건어물
3947,식품>농산물>쌀>백미
3948,식품>농산물>쌀>찹쌀
3949,식품>농산물>쌀>현미
3950,식품>농산물>쌀>흑미
3951,식품>농산물>쌀>기능성쌀
3952,식품>농산물>잡곡/혼합곡>보리
3954,생활/건강>주방용품>칼/커팅기구>강판
3955,생활/건강>주방용품>칼/커팅기구>다지기
3956,생활/건강>주방용품>칼/커팅기구>절구
3957,생활/건강>주방용품>칼/커팅기구>주방가위
3958,생활/건강>주방용품>칼/커팅기구>채칼/필러
3959,생활/건강>주방용품>칼/커팅기구>칼
3960,생활/건강>주방용품>칼/커팅기구>칼갈이
3961,생활/건강>주방용품>칼/커팅기구>칼꽂이/블럭
3962,생활/건강>주방용품>칼/커팅기구>칼세트
3964,생활/건강>주방용품>교자상/밥상>교자상
3965,생활/건강>주방용품>교자상/밥상>다과상
3966,생활/건강>주방용품>교자상/밥상>다용도상
3967,생활/건강>주방용품>교자상/밥상>상커버
3969,생활/건강>주방용품>주방수납용품>식기건조대
3970,생활/건강>주방용품>주방수납용품>싱크선반
3971,생활/건강>주방용품>주방수납용품>주방정리소품
3973,생활/건강>주방용품>조리기구>계란찜기/계란틀
3974,생활/건강>주방용품>조리기구>국자
3975,생활/건강>주방용품>조리기구>김밥/주먹밥틀
3976,생활/건강>주방용품>조리기구>달고나세트
3977,생활/건강>주방용품>조리기구>뒤집개
3978,생활/건강>주방용품>조리기구>믹싱볼
3979,생활/건강>주방용품>조리기구>바구니
3980,생활/건강>주방용품>조리기구>조리도구세트
3981,생활/건강>주방용품>조리기구>주걱
3982,생활/건강>주방용품>조리기구>집게
3983,생활/건강>주방용품>조리기구>채반
3984,생활/건강>주방용품>조리기구>퐁듀세트
3985,생활/건강>주방용품>조리기구>기타조리기구
3986,생활/건강>주방용품>조리기구>거품기
3987,생활/건강>주방용품>조리기구>오프너
3988,생활/건강>주방용품>조리기구>솔
3989,생활/건강>주방용품>조리기구>깔때기
3990,생활/건강>주방용품>조리기구>제면기
3991,생활/건강>주방용품>조리기구>스퀴저
3992,생활/건강>주방용품>조리기구>다시망/차거름망
3994,생활/건강>주방용품>커피용품>커피분쇄기
3995,생활/건강>주방용품>커피용품>커피추출기
3996,생활/건강>주방용품>커피용품>스팀피쳐/밀크저그
3997,생활/건강>주방용품>커피용품>드립포트
3998,생활/건강>주방용품>커피용품>우유거품기
3999,생활/건강>주방용품>커피용품>여과지
4000,생활/건강>주방용품>커피용품>템퍼
4002,생활/건강>주방용품>와인용품>디캔터
4003,생활/건강>주방용품>와인용품>스토퍼/세이버
4004,생활/건강>주방용품>와인용품>와인랙
4005,생활/건강>주방용품>와인용품>와인액세서리세트
4006,생활/건강>주방용품>와인용품>와인오프너
4007,생활/건강>주방용품>와인용품>와인쿨러
4009,생활/건강>주방용품>제과/제빵용품>계량스푼
4010,생활/건강>주방용품>제과/제빵용품>계량컵
4011,생활/건강>주방용품>제과/제빵용품>계량저울
4012,생활/건강>주방용품>제과/제빵용품>쿠킹타이머
4013,생활/건강>주방용품>제과/제빵용품>모양깍지/짤주머니
4014,생활/건강>주방용품>제과/제빵용품>스패츌러/주걱
4015,생활/건강>주방용품>제과/제빵용품>빵칼
4016,생활/건강>주방용품>제과/제빵용품>와플팬
4017,생활/건강>주방용품>제과/제빵용품>유산지/베이킹컵
4018,생활/건강>주방용품>제과/제빵용품>제빵소도구
4019,생활/건강>주방용품>제과/제빵용품>식힘망
4020,생활/건강>주방용품>제과/제빵용품>돌림판
4021,생활/건강>주방용품>제과/제빵용품>작업판/매트
4022,생활/건강>주방용품>제과/제빵용품>밀대
4023,생활/건강>주방용품>제과/제빵용품>쿠키팬
4024,생활/건강>주방용품>제과/제빵용품>빵틀
4025,생활/건강>주방용품>제과/제빵용품>쿠키커터/모양틀
4026,생활/건강>주방용품>제과/제빵용품>핸드믹서기
4028,생활/건강>주방용품>주방잡화>야채탈수기
4029,생활/건강>주방용품>주방잡화>고무장갑
4030,생활/건강>주방용품>주방잡화>냄비받침
4031,생활/건강>주방용품>주방잡화>수세미
4032,생활/건강>주방용품>주방잡화>컵받침/홀더
4033,생활/건강>주방용품>주방잡화>쟁반
4034,생활/건강>주방용품>주방잡화>랩
4035,생활/건강>주방용품>주방잡화>롤백
4036,생활/건강>주방용품>주방잡화>지퍼백
4037,생활/건강>주방용품>주방잡화>비닐장갑
4038,생활/건강>주방용품>주방잡화>쓰레기봉투
4039,생활/건강>주방용품>주방잡화>일회용식기
4040,생활/건강>주방용품>주방잡화>일회용도시락
4041,생활/건강>주방용품>주방잡화>일회용젓가락
4042,생활/건강>주방용품>주방잡화>커피스틱
4043,생활/건강>주방용품>주방잡화>종이컵
4044,생활/건강>주방용품>주방잡화>종이컵디스펜서
4045,생활/건강>주방용품>주방잡화>쿠킹호일
4046,생활/건강>주방용품>주방잡화>일회용빨대
4047,생활/건강>주방용품>주방잡화>행주
4048,생활/건강>주방용품>주방잡화>기타주방잡화
4050,생활/건강>주방용품>제수용품>병풍
4051,생활/건강>주방용품>제수용품>유기제기
4052,생활/건강>주방용품>제수용품>제기
4053,생활/건강>주방용품>제수용품>제기세트
4054,생활/건강>주방용품>제수용품>제기함
4055,생활/건강>주방용품>제수용품>휴대용제기
4056,생활/건강>주방용품>제수용품>돗자리
4057,생활/건강>주방용품>제수용품>향/향로
4058,생활/건강>주방용품>제수용품>위패
4059,생활/건강>욕실용품>비데/비데용품>기계식비데
4060,생활/건강>욕실용품>비데/비데용품>비데필터
4061,패션잡화>시계>패션시계>스톱워치
4062,디지털/가전>영상가전>영상가전액세서리>기타액세서리
4063,스포츠/레저>축구>축구의류
4064,스포츠/레저>야구>야구의류
4065,스포츠/레저>농구>농구의류
4066,스포츠/레저>배구>배구의류
4067,스포츠/레저>탁구>탁구의류
4068,스포츠/레저>배드민턴>배드민턴의류
4069,스포츠/레저>테니스>테니스의류
4070,스포츠/레저>볼링>볼링의류
4071,생활/건강>주방용품>잔/컵>스텐컵
4072,생활/건강>주방용품>보관/밀폐용기>기타보관용기
4073,생활/건강>의료용품>의료용가구
4074,생활/건강>수납/정리용품>선반/진열대>스탠드선반/진열대
4075,스포츠/레저>스케이트/보드/롤러>핑거보드
4076,화장품/미용>바디케어>샤워코롱
4077,화장품/미용>베이스메이크업>파운데이션>쿠션형
4078,화장품/미용>뷰티소품>DIY화장품재료
4079,생활/건강>공구>전기용품>전선/케이블
4080,스포츠/레저>스포츠액세서리>볼캐리어
4081,출산/육아>유모차>유모차용품>유모차햇빛가리개
4082,출산/육아>유아침구>유아베개
4083,출산/육아>유아침구>낮잠이불
4084,출산/육아>신생아의류>가제손수건
4085,출산/육아>신생아의류>세트
4086,출산/육아>완구/매트>블록>기타블록
4087,스포츠/레저>캠핑>캠핑매트
4088,생활/건강>문구/사무용품>사무기기>RFID
4089,생활/건강>수납/정리용품>마네킹
4091,출산/육아>물티슈>캡형
4092,출산/육아>물티슈>리필형
4093,출산/육아>물티슈>휴대용
4094,출산/육아>물티슈>혼합세트
4095,출산/육아>유모차>쌍둥이용
4096,출산/육아>유모차>유모차/카시트 세트
4097,출산/육아>카시트>바구니형
4098,출산/육아>카시트>일체형
4099,출산/육아>카시트>분리형
4100,출산/육아>스킨/바디용품>혼합세트
4101,출산/육아>유아세제>유아표백제/얼룩제거제
4102,출산/육아>유아세제>혼합세트
4103,출산/육아>완구/매트>유아/어린이자전거>밸런스자전거
4104,스포츠/레저>댄스>댄스복
4105,스포츠/레저>수영>여성수영복>전신수영복
4106,스포츠/레저>인라인스케이트>성인용
4107,패션잡화>여행용가방/소품>캐리어소품
4108,출산/육아>유아동잡화>신발>슬리퍼
4109,출산/육아>유아동잡화>신발>장화
4110,출산/육아>아기간식>유아유제품
4111,출산/육아>아기간식>유아음료
4112,디지털/가전>주변기기>프린터>3D프린터
4113,디지털/가전>주변기기>복합기/프린터소모품>3D프린터 소모품
4114,식품>음료>커피>더치커피
4115,생활/건강>수집품>무선/RC>드론
4116,생활/건강>건강관리용품>전자담배
4117,생활/건강>건강관리용품>전자담배 액세서리
4118,출산/육아>스킨/바디용품>색조화장품
4119,가구/인테리어>커튼/블라인드>콤비블라인드
4120,패션잡화>주얼리>팔찌>순금팔찌
4121,패션잡화>주얼리>펜던트>순금펜던트
4122,패션잡화>주얼리>주얼리세트>순금주얼리세트
4124,패션잡화>주얼리>발찌>패션발찌
4125,패션잡화>주얼리>발찌>순금발찌
4126,패션잡화>시계>패션시계>기타밴드시계
4127,스포츠/레저>오토바이/스쿠터>전동휠
4128,생활/건강>공구>페인트용품>방수제
4129,생활/건강>공구>접착용품>시멘트/몰탈
4130,생활/건강>공구>원예공구>농기계
4131,생활/건강>공구>운반용품>지게차
4132,식품>음료>차류>우엉차
4133,식품>냉동/간편조리식품>도시락
4134,가구/인테리어>침실가구>침대>패밀리침대
4135,디지털/가전>계절가전>공기정화기>에어워셔
4136,디지털/가전>주방가전>오븐>복합형오븐
4137,디지털/가전>모니터주변기기>모니터암
4139,가구/인테리어>인테리어소품>미술작품>회화
4140,가구/인테리어>인테리어소품>미술작품>판화
4141,가구/인테리어>인테리어소품>미술작품>아트포스터
4142,가구/인테리어>인테리어소품>미술작품>사진작품
4143,패션의류>남성의류>코디세트
4145,식품>전통주>막걸리/탁주
4146,식품>전통주>약주
4147,식품>전통주>소주
4148,식품>전통주>일반증류주
4149,식품>전통주>리큐르주
4150,식품>전통주>기타주류
4151,디지털/가전>생활가전>청소기>물걸레청소기
4152,디지털/가전>휴대폰액세서리>짐벌
4153,디지털/가전>휴대폰액세서리>셀카봉
4154,디지털/가전>휴대폰액세서리>웨어러블 디바이스 액세서리
4155,디지털/가전>주방가전>전용냉장고>쇼케이스
4156,디지털/가전>주방가전>전용냉장고>육수냉장고
4157,스포츠/레저>스포츠액세서리>스포츠마스크
4158,스포츠/레저>스포츠액세서리>스포츠넥워머
4159,스포츠/레저>스포츠액세서리>아이스머플러/스카프
4160,스포츠/레저>골프>골프의류>원피스
4161,스포츠/레저>수영>비치웨어>상의
4162,스포츠/레저>수영>비치웨어>팬츠
4163,스포츠/레저>수영>비치웨어>상하세트
4164,스포츠/레저>헬스>헬스소품>폼롤러
4165,출산/육아>유아동잡화>신발>젤리슈즈
4166,스포츠/레저>캠핑>취사용품>부탄가스
4168,출산/육아>교구>학습교구>한글교구
4169,출산/육아>교구>학습교구>수학교구
4170,출산/육아>교구>학습교구>영어교구
4171,출산/육아>교구>학습교구>자연/과학교구
4172,출산/육아>교구>학습교구>미술교구
4173,출산/육아>교구>학습교구>기타교구
4175,생활/건강>반려동물>강아지 사료>건식사료
4176,생활/건강>반려동물>강아지 사료>소프트사료
4177,생활/건강>반려동물>강아지 사료>습식사료
4178,생활/건강>반려동물>강아지 사료>수제사료
4179,생활/건강>반려동물>강아지 사료>분유/우유
4181,생활/건강>반려동물>강아지 간식>개껌
4182,생활/건강>반려동물>강아지 간식>육포/건조간식
4183,생활/건강>반려동물>강아지 간식>수제간식
4184,생활/건강>반려동물>강아지 간식>비스킷/스낵
4185,생활/건강>반려동물>강아지 간식>동결건조 간식
4186,생활/건강>반려동물>강아지 간식>캔/파우치
4187,생활/건강>반려동물>강아지 간식>트릿/스틱
4188,생활/건강>반려동물>강아지 간식>통살/소시지
4189,생활/건강>반려동물>강아지 간식>음료
4191,생활/건강>반려동물>강아지 배변용품>배변패드
4192,생활/건강>반려동물>강아지 배변용품>배변판
4193,생활/건강>반려동물>강아지 배변용품>기저귀/팬티
4194,생활/건강>반려동물>강아지 배변용품>탈취제/소독제
4195,생활/건강>반려동물>강아지 배변용품>배변유도제
4196,생활/건강>반려동물>강아지 배변용품>배변봉투/집게
4198,생활/건강>반려동물>강아지 건강/관리용품>영양제
4199,생활/건강>반려동물>강아지 건강/관리용품>강아지유산균
4200,생활/건강>반려동물>강아지 건강/관리용품>눈/귀 관리용품
4201,생활/건강>반려동물>강아지 건강/관리용품>치약
4202,생활/건강>반려동물>강아지 건강/관리용품>칫솔
4203,생활/건강>반려동물>강아지 건강/관리용품>구강청결제
4204,생활/건강>반려동물>강아지 건강/관리용품>구강티슈
4206,생활/건강>반려동물>미용/목욕>샴푸/린스/비누
4207,생활/건강>반려동물>미용/목욕>에센스/향수/밤
4208,생활/건강>반려동물>미용/목욕>브러시/빗
4209,생활/건강>반려동물>미용/목욕>이발기
4210,생활/건강>반려동물>미용/목욕>미용가위
4211,생활/건강>반려동물>미용/목욕>발톱/발 관리
4212,생활/건강>반려동물>미용/목욕>드라이기/드라이룸
4213,생활/건강>반려동물>미용/목욕>타월/가운
4214,생활/건강>반려동물>미용/목욕>기타 미용/목욕용품
4216,생활/건강>반려동물>강아지 장난감/훈련>노즈워크
4217,생활/건강>반려동물>강아지 장난감/훈련>장난감/토이
4218,생활/건강>반려동물>강아지 장난감/훈련>공/원반
4219,생활/건강>반려동물>강아지 장난감/훈련>훈련용품
4221,생활/건강>반려동물>고양이 사료>건식사료
4222,생활/건강>반려동물>고양이 사료>습식사료
4223,생활/건강>반려동물>고양이 사료>수제사료
4224,생활/건강>반려동물>고양이 사료>분유/우유
4226,생활/건강>반려동물>고양이 간식>캔/파우치
4227,생활/건강>반려동물>고양이 간식>수제간식
4228,생활/건강>반려동물>고양이 간식>육포/건조간식
4229,생활/건강>반려동물>고양이 간식>동결건조 간식
4230,생활/건강>반려동물>고양이 간식>트릿/스틱
4231,생활/건강>반려동물>고양이 간식>통살/소시지
4232,생활/건강>반려동물>고양이 간식>비스킷/스낵
4233,생활/건강>반려동물>고양이 간식>캣닢/캣그라스
4234,생활/건강>반려동물>고양이 간식>음료
4236,생활/건강>반려동물>고양이 배변용품>응고형모래
4237,생활/건강>반려동물>고양이 배변용품>흡수형모래
4238,생활/건강>반려동물>고양이 배변용품>후드형화장실
4239,생활/건강>반려동물>고양이 배변용품>평판형화장실
4240,생활/건강>반려동물>고양이 배변용품>거름망형화장실
4241,생활/건강>반려동물>고양이 배변용품>배변패드
4242,생활/건강>반려동물>고양이 배변용품>탈취제/소독제
4243,생활/건강>반려동물>고양이 배변용품>매트/발판
4244,생활/건강>반려동물>고양이 배변용품>분변통/모래삽
4246,생활/건강>반려동물>고양이 건강/관리용품>영양제
4247,생활/건강>반려동물>고양이 건강/관리용품>고양이유산균
4248,생활/건강>반려동물>고양이 건강/관리용품>구강관리용품
4249,생활/건강>반려동물>고양이 캣타워
4251,생활/건강>반려동물>고양이 장난감>낚시/막대
4252,생활/건강>반려동물>고양이 장난감>토이/쿠션/공
4253,생활/건강>반려동물>고양이 장난감>터널/주머니
4254,생활/건강>반려동물>고양이 장난감>자동장난감
4255,생활/건강>반려동물>고양이 장난감>스크래쳐
4257,생활/건강>반려동물>리빙용품>쿠션/방석
4258,생활/건강>반려동물>리빙용품>하우스
4259,생활/건강>반려동물>리빙용품>매트
4261,생활/건강>반려동물>패션용품>패딩
4262,생활/건강>반려동물>패션용품>올인원
4263,생활/건강>반려동물>패션용품>티셔츠/후드
4264,생활/건강>반려동물>패션용품>한복
4265,생활/건강>반려동물>패션용품>기타액세서리
4267,생활/건강>반려동물>식기/급수기>식기/식탁
4268,생활/건강>반려동물>식기/급수기>자동급식기
4269,생활/건강>반려동물>식기/급수기>급수기/물병
4270,생활/건강>반려동물>식기/급수기>정수기/필터
4271,생활/건강>반려동물>식기/급수기>사료통/사료스푼
4273,생활/건강>반려동물>이동장/외출용품>이동장/이동가방
4274,생활/건강>반려동물>이동장/외출용품>유모차
4275,생활/건강>반려동물>이동장/외출용품>카시트
4277,생활/건강>반려동물>야외용품>목줄
4278,생활/건강>반려동물>야외용품>가슴줄
4279,생활/건강>반려동물>야외용품>목걸이/인식표
4280,생활/건강>반려동물>야외용품>리드줄
4281,스포츠/레저>인라인스케이트>인라인용품
4282,가구/인테리어>인테리어소품>미술작품>공예디자인
4283,생활/건강>수집품>모형/프라모델/피규어>프라모델용품
4284,생활/건강>자동차용품>차량실내용품>목쿠션
4285,생활/건강>자동차용품>차량실내용품>등쿠션
4286,생활/건강>자동차용품>차량실내용품>팔/틈새쿠션
4287,생활/건강>자동차용품>차량실내용품>방석
4288,디지털/가전>계절가전>컨벡터
4290,디지털/가전>계절가전>에어컨주변기기>에어컨 리모콘
4291,디지털/가전>계절가전>에어컨주변기기>에어컨 실외기
4292,디지털/가전>계절가전>에어컨주변기기>기타액세서리
4293,디지털/가전>휴대폰액세서리>휴대폰케이스>암밴드
4294,디지털/가전>주변기기>스캐너>3D 스캐너
4295,출산/육아>임산부용품>모유촉진제
4296,출산/육아>완구/매트>작동완구>팽이
4297,스포츠/레저>검도>검도보호용품
4298,디지털/가전>계절가전>가습기>USB가습기
4299,패션잡화>모자>베레모
4300,패션잡화>주얼리>반지>반지만들기
4301,패션잡화>주얼리>목걸이>목걸이만들기
4302,패션잡화>주얼리>팔찌>팔찌만들기
4303,패션잡화>주얼리>귀걸이>귀걸이만들기
4304,가구/인테리어>수예>보석십자수
4305,가구/인테리어>인테리어소품>아로마/캔들용품>캔들만들기
4306,가구/인테리어>인테리어소품>아로마/캔들용품>석고방향제만들기
4307,생활/건강>문구/사무용품>데스크용품>데스크정리함
4308,생활/건강>공구>포장용품>선물박스
4309,생활/건강>생활용품>세제/세정제>손소독제
4310,생활/건강>원예/식물>플라워소품만들기
4311,생활/건강>원예/식물>테라리엄
